Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Vitis ficifolia var. ganebu,Vitis,,ficifolia,NA,var.,ganebu,,tro-34000019,FALSE,1.1,Synonym,Vitaceae,Vitis,,heyneana,subsp.,ficifolia,(Bunge) C.L. Li,tro-50135689,Accepted,FALSE,FALSE,TRUE,2020-01-06
Vitis bryoniifolia var. bryoniifolia,Vitis,,bryoniifolia,NA,var.,bryoniifolia,,tro-50135712,TRUE,1.1,Synonym,Vitaceae,Vitis,,bryoniifolia,,,Bunge,tro-34001085,Accepted,FALSE,FALSE,FALSE,2020-01-06
Vitis yeshanensis,Vitis,,yeshanensis,NA,NA,,,,FALSE,1.1,,,Vitis,,yeshanensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Vitis piasezkii var. piasezkii,Vitis,,piasezkii,NA,var.,piasezkii,,tro-50135582,TRUE,1.1,Synonym,Vitaceae,Vitis,,piasezkii,,,Maxim.,tro-34002178,Accepted,FALSE,FALSE,FALSE,2020-01-06
Vitis piasezkii var. pagnuccii,Vitis,,piasezkii,NA,var.,pagnuccii,,tro-34002732,TRUE,1.1,Synonym,Vitaceae,Vitis,,piasezkii,,,Maxim.,tro-34002178,Accepted,FALSE,FALSE,FALSE,2020-01-06
Vitis cinerea var. cinerea,Vitis,,cinerea,NA,var.,cinerea,,tro-34000395,TRUE,1.1,Synonym,Vitaceae,Vitis,,cinerea,,,(Engelm.) Engelm. ex Millardet,tro-34000015,Accepted,FALSE,FALSE,FALSE,2020-01-06
Vitis davidii,Vitis,,davidii,NA,NA,,,kew-2872423,TRUE,1.1,Accepted,Vitaceae,Vitis,,davidii,,,(Rom.Caill.) Foëx,kew-2872423,Accepted,FALSE,FALSE,FALSE,2020-01-06
Vitis davidii var. cyanocarpa,Vitis,,davidii,NA,var.,cyanocarpa,,tro-34002740,TRUE,1.1,Accepted,Vitaceae,Vitis,,davidii,var.,cyanocarpa,(Gagnep.) Sarg.,tro-34002740,Accepted,FALSE,FALSE,FALSE,2020-01-06
Vitis rotundifolia var. rotundifolia,Vitis,,rotundifolia,NA,var.,rotundifolia,,kew-2457047,TRUE,1.1,Accepted,Vitaceae,Vitis,,rotundifolia,,,Michx.,kew-2457047,Accepted,FALSE,FALSE,TRUE,2020-01-06
Vitis vinifera subsp. caucasica,Vitis,,vinifera,NA,subsp.,caucasica,,kew-2457006,FALSE,1.1,Accepted,Vitaceae,Vitis,,vinifera,,,L.,kew-2457006,Accepted,FALSE,FALSE,TRUE,2020-01-06
Vitis aestivalis var. aestivalis,Vitis,,aestivalis,NA,var.,aestivalis,,tro-34000384,TRUE,1.1,Synonym,Vitaceae,Vitis,,aestivalis,,,Michx.,kew-2456568,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseudocayratia oligocarpa,Pseudocayratia,,oligocarpa,NA,NA,,,,FALSE,1.1,,,Pseudocayratia,,oligocarpa,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Pseudocayratia yoshimurae,Pseudocayratia,,yoshimurae,NA,NA,,,,FALSE,1.1,,,Pseudocayratia,,yoshimurae,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Cyphostemma tsaratananense,Cyphostemma,,tsaratananense,NA,NA,,,kew-2752927,TRUE,1.1,Accepted,Vitaceae,Cyphostemma,,tsaratananensis,,,Desc.,kew-2752927,Accepted,TRUE,FALSE,FALSE,2020-01-06
Cyphostemma roseiglandulosa,Cyphostemma,,roseiglandulosa,NA,NA,,,tro-34000112,TRUE,1.1,Accepted,Vitaceae,Cyphostemma,,roseiglandulosa,,,Desc.,tro-34000112,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cyphostemma marojejense,Cyphostemma,,marojejense,NA,NA,,,kew-2606904,TRUE,1.1,Accepted,Vitaceae,Cyphostemma,,marojejyense,,,Desc.,kew-2606904,Accepted,TRUE,FALSE,FALSE,2020-01-06
Cyphostemma macrocarpa,Cyphostemma,,macrocarpa,NA,NA,,,kew-2752797,TRUE,1.1,Accepted,Vitaceae,Cyphostemma,,macrocarpa,,,Desc.,kew-2752797,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cyphostemma echinocarpa,Cyphostemma,,echinocarpa,NA,NA,,,kew-2752719,TRUE,1.1,Accepted,Vitaceae,Cyphostemma,,echinocarpa,,,Desc.,kew-2752719,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cyphostemma duparquetii,Cyphostemma,,duparquetii,NA,NA,,,kew-2752715,TRUE,1.1,Accepted,Vitaceae,Cyphostemma,,duparquettii,,,(Planch.) Desc.,kew-2752715,Accepted,TRUE,FALSE,FALSE,2020-01-06
Tetrastigma grandidens,Tetrastigma,,grandidens,NA,NA,,,kew-2518518,TRUE,1.1,Unresolved,Vitaceae,Tetrastigma,,grandidens,,,Gagnep.,kew-2518518,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma lawsonii,Tetrastigma,,lawsonii,NA,NA,,,,FALSE,1.1,,,Tetrastigma,,lawsonii,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma tuberculatum,Tetrastigma,,tuberculatum,NA,NA,,,kew-2519014,TRUE,1.1,Synonym,Vitaceae,Tetrastigma,,coriaceum,,,(DC.) Gagnep.,kew-2518499,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma lanyuense,Tetrastigma,,lanyuense,NA,NA,,,tro-34001601,TRUE,1.1,Accepted,Vitaceae,Tetrastigma,,lanyuense,,,C.E. Chang,tro-34001601,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma henryi var. henryi,Tetrastigma,,henryi,NA,var.,henryi,,tro-50135452,TRUE,1.1,Synonym,Vitaceae,Tetrastigma,,henryi,,,Gagnep.,tro-34001607,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma erubescens var. monophyllum,Tetrastigma,,erubescens,NA,var.,monophyllum,,tro-34001617,TRUE,1.1,Accepted,Vitaceae,Tetrastigma,,erubescens,var.,monophyllum,Gagnep.,tro-34001617,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma bioritsense,Tetrastigma,,bioritsense,NA,NA,,,tro-50314389,TRUE,1.1,Synonym,Vitaceae,Tetrastigma,,hemsleyanum,,,Diels & Gilg,kew-2872064,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tetrastigma obtectum var. glabrum,Tetrastigma,,obtectum,NA,var.,glabrum,,tro-34003026,TRUE,1.1,Accepted,Vitaceae,Tetrastigma,,obtectum,var.,glabrum,(H. Lév.) Gagnep.,tro-34003026,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cissus tiliifolia,Cissus,,tiliifolia,NA,NA,,,kew-2723039,TRUE,1.1,Synonym,Vitaceae,Cissus,,glaucophylla,,,Hook.f.,kew-2722457,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cissus sagittifera,Cissus,,sagittifera,NA,NA,,,kew-2722894,TRUE,1.1,Accepted,Vitaceae,Cissus,,sagittifer,,,Desc.,kew-2722894,Accepted,TRUE,FALSE,FALSE,2020-01-06
Cissus incisa,Cissus,,incisa,NA,NA,,,kew-2722530,TRUE,1.1,Accepted,Vitaceae,Cissus,,incisa,,,(Nutt.) Des Moul. ex S.Watson,kew-2722530,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cissus tweediana,Cissus,,tweediana,NA,NA,,,kew-2723078,TRUE,1.1,Accepted,Vitaceae,Cissus,,tweedieana,,,(Baker) Planch.,kew-2723078,Accepted,TRUE,FALSE,FALSE,2020-01-06
Ampelopsis glandulosa var. glandulosa,Ampelopsis,,glandulosa,NA,var.,glandulosa,,tro-50314191,TRUE,1.1,Synonym,Vitaceae,Ampelopsis,,glandulosa,,,(Wall.) Momiy.,kew-2634501,Accepted,FALSE,FALSE,FALSE,2020-01-06
Ampelopsis heterophylla var. hancei,Ampelopsis,,heterophylla,NA,var.,hancei,,kew-2634527,TRUE,1.1,Synonym,Vitaceae,Ampelopsis,,glandulosa,var.,hancei,(Planch.) Momiy.,kew-2634507,Accepted,FALSE,FALSE,FALSE,2020-01-06
Bufo regularis,Bufo,,regularis,NA,NA,,,,FALSE,1.1,,,Bufo,,regularis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Rhyticaryum macrocarpum,Rhyticaryum,,macrocarpum,NA,NA,,,kew-2428702,TRUE,1.1,Accepted,Icacinaceae,Rhyticaryum,,macrocarpum,,,Becc.,kew-2428702,Accepted,FALSE,FALSE,FALSE,2020-01-06
Desmostachys planchoniana,Desmostachys,,planchoniana,NA,NA,,,tro-16400115,TRUE,1.1,Synonym,Icacinaceae,Desmostachys,,planchonianus,,,Miers,kew-2763087,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pyrenacantha rakotozafyi,Pyrenacantha,,rakotozafyi,NA,NA,,,kew-2605313,TRUE,1.1,Unresolved,Icacinaceae,Pyrenacantha,,rakotozafyi,,,"Labat, El-Achkar & R.Rabev.",kew-2605313,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Pyrenacantha lobata,Pyrenacantha,,lobata,NA,NA,,,,FALSE,1.1,,,Pyrenacantha,,lobata,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Nama demissa var. demissa,Nama,,demissa,NA,var.,demissa,,tro-16200323,TRUE,1.1,Synonym,Boraginaceae,Nama,,demissa,,,A. Gray,tro-16200321,Accepted,FALSE,FALSE,FALSE,2020-01-06
Eriodictyon trichocalyx var. trichocalyx,Eriodictyon,,trichocalyx,NA,var.,trichocalyx,,kew-2795537,TRUE,1.1,Synonym,Boraginaceae,Eriodictyon,,californicum,,,(Hook. & Arn.) Decne.,kew-2795509,Accepted,FALSE,FALSE,TRUE,2020-01-06
Eriodictyon crassifolium var. crassifolium,Eriodictyon,,crassifolium,NA,var.,crassifolium,,tro-16200426,TRUE,1.1,Synonym,Boraginaceae,Eriodictyon,,crassifolium,,,Benth.,kew-2795518,Accepted,FALSE,FALSE,FALSE,2020-01-06
Varronia tarodaea,Varronia,,tarodaea,NA,NA,,,tro-50313519,TRUE,1.1,Accepted,Boraginaceae,Varronia,,tarodaea,,,J.S. Mill.,tro-50313519,Accepted,FALSE,FALSE,FALSE,2020-01-06
Ixorhea tschudiana,Ixorhea,,tschudiana,NA,NA,,,tro-4003002,TRUE,1.1,Accepted,Boraginaceae,Ixorhea,,tschudiana,,,Fenzl,tro-4003002,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tournefortia rollotii,Tournefortia,,rollotii,NA,NA,,,kew-2437143,TRUE,1.1,Unresolved,Boraginaceae,Tournefortia,,rollottii,,,Killip,kew-2437143,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Heliotropium heteranthum,Heliotropium,,heteranthum,NA,NA,,,,FALSE,1.1,,,Heliotropium,,heteranthum,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Heliotropium kotschyi,Heliotropium,,kotschyi,NA,NA,,,kew-2844148,TRUE,1.1,Accepted,Boraginaceae,Heliotropium,,kotschyi,,,Gürke,kew-2844148,Accepted,FALSE,FALSE,FALSE,2020-01-06
Heliotropium oliveranum,Heliotropium,,oliveranum,NA,NA,,,tro-4001353,TRUE,1.1,Accepted,Boraginaceae,Heliotropium,,oliveranum,,,Schinz,tro-4001353,Accepted,FALSE,FALSE,FALSE,2020-01-06
Heliotropium bursiferum,Heliotropium,,bursiferum,NA,NA,,,tro-50281108,TRUE,1.1,Synonym,Boraginaceae,Euploca,,bursifera,,,(C.Wright) Diane & Hilger,kew-2804614,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Heliotropium curassavicum subsp. curassavicum,Heliotropium,,curassavicum,NA,subsp.,curassavicum,,tro-4000126,TRUE,1.1,Synonym,Boraginaceae,Heliotropium,,curassavicum,,,L.,kew-2843936,Accepted,FALSE,FALSE,FALSE,2020-01-06
Echiochilon johnstonii,Echiochilon,,johnstonii,NA,NA,,,kew-2783909,TRUE,1.1,Synonym,Boraginaceae,Echiochilon,,arenarium,,,(I.M.Johnst.) I.M.Johnst.,kew-2783896,Accepted,FALSE,FALSE,FALSE,2020-01-06
Mertensia viridis var. viridis,Mertensia,,viridis,NA,var.,viridis,,tro-4001508,TRUE,1.1,Accepted,Boraginaceae,Mertensia,,viridis,,,(A. Nelson) A. Nelson,tro-4001508,Accepted,FALSE,FALSE,TRUE,2020-01-06
Mertensia ovata var. ovata,Mertensia,,ovata,NA,var.,ovata,,kew-2357677,TRUE,1.1,Unresolved,Boraginaceae,Mertensia,,ovata,,,Rydb.,kew-2357677,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Mertensia fendleri var. fendleri,Mertensia,,fendleri,NA,var.,fendleri,,tro-50107288,TRUE,1.1,Synonym,Boraginaceae,Mertensia,,lanceolata,var.,fendleri,(A. Gray) A. Gray,tro-4001006,Accepted,FALSE,FALSE,TRUE,2020-01-06
Mertensia arizonica var. arizonica,Mertensia,,arizonica,NA,var.,arizonica,,tro-4000994,TRUE,1.1,Accepted,Boraginaceae,Mertensia,,arizonica,,,Greene,tro-4000994,Accepted,FALSE,FALSE,TRUE,2020-01-06
Mertensia lanceolata var. lanceolata,Mertensia,,lanceolata,NA,var.,lanceolata,,tro-4001005,TRUE,1.1,Accepted,Boraginaceae,Mertensia,,lanceolata,,,(Pursh) DC. ex A. DC.,tro-4001005,Accepted,FALSE,FALSE,TRUE,2020-01-06
Mertensia oblongifolia var. oblongifolia,Mertensia,,oblongifolia,NA,var.,oblongifolia,,tro-4001696,TRUE,1.1,Synonym,Boraginaceae,Mertensia,,oblongifolia,,,(Nutt.) G. Don,tro-4001011,Accepted,FALSE,FALSE,FALSE,2020-01-06
Mertensia paniculata var. paniculata,Mertensia,,paniculata,NA,var.,paniculata,,tro-4001596,TRUE,1.1,Synonym,Boraginaceae,Mertensia,,paniculata,,,(Aiton) G. Don,tro-4000041,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pseudoheterocaryum szovitsianum,Pseudoheterocaryum,,szovitsianum,NA,NA,,,,FALSE,1.1,,,Pseudoheterocaryum,,szovitsianum,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Pseudoheterocaryum subsessile,Pseudoheterocaryum,,subsessile,NA,NA,,,,FALSE,1.1,,,Pseudoheterocaryum,,subsessile,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Pseudoheterocaryum rigidum,Pseudoheterocaryum,,rigidum,NA,NA,,,,FALSE,1.1,,,Pseudoheterocaryum,,rigidum,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Pseudoheterocaryum macrocarpum,Pseudoheterocaryum,,macrocarpum,NA,NA,,,,FALSE,1.1,,,Pseudoheterocaryum,,macrocarpum,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Embadium johnstonii,Embadium,,johnstonii,NA,NA,,,kew-2787992,TRUE,1.1,Accepted,Boraginaceae,Embadium,,jobnstonii,,,Ising,kew-2787992,Accepted,TRUE,FALSE,FALSE,2020-01-06
Rochelia retorta,Rochelia,,retorta,NA,NA,,,kew-2898462,TRUE,1.1,Synonym,Boraginaceae,Rochelia,,disperma,subsp.,retorta,(Pall.) Kotejowa,kew-2898461,Accepted,FALSE,FALSE,FALSE,2020-01-06
Rochelia macrocalyx,Rochelia,,macrocalyx,NA,NA,,,tro-4002537,TRUE,1.1,Synonym,Boraginaceae,Rochelia,,rectipes,,,Stocks,tro-4002540,Accepted,FALSE,FALSE,FALSE,2020-01-06
Lappula echinata,Lappula,,echinata,NA,NA,,,kew-2343146,TRUE,1.1,Synonym,Boraginaceae,Lappula,,squarrosa,,,(Retz.) Dumort.,kew-2342864,Accepted,FALSE,FALSE,FALSE,2020-01-06
Eritrichium sericeum subsp. sericeum,Eritrichium,,sericeum,NA,subsp.,sericeum,,kew-2797924,TRUE,1.1,Synonym,Boraginaceae,Eritrichium,,villosum,,,(Ledeb.) Bunge,kew-2797971,Accepted,FALSE,FALSE,TRUE,2020-01-06
Solenanthus circinatus,Solenanthus,,circinatus,NA,NA,,,tro-4002545,TRUE,1.1,Accepted,Boraginaceae,Solenanthus,,circinatus,,,Ledeb.,tro-4002545,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cynoglossum kandavanensis,Cynoglossum,,kandavanensis,NA,NA,,,kew-2752006,TRUE,1.1,Accepted,Boraginaceae,Cynoglossum,,kandavanensis,,,(Bornm. & Gauba) Akhani,kew-2752006,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cynoglossum anchusoides subsp. anchusoides,Cynoglossum,,anchusoides,NA,subsp.,anchusoides,,kew-2751860,TRUE,1.1,Synonym,Boraginaceae,Adelocaryum,,anchusoides,,,(Lindl.) Brand,kew-2621174,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Cynoglossum pustulatum subsp. pustulatum,Cynoglossum,,pustulatum,NA,subsp.,pustulatum,,kew-2752124,TRUE,1.1,Synonym,Boraginaceae,Cynoglossum,,nebrodense,var.,pustulatum,(Boiss.) Boiss.,kew-2752079,Accepted,FALSE,FALSE,TRUE,2020-01-06
Cynoglossum montanum subsp. extraeuropaeum,Cynoglossum,,montanum,NA,subsp.,extraeuropaeum,,kew-2752071,FALSE,1.1,Accepted,Boraginaceae,Cynoglossum,,montanum,,,L.,kew-2752071,Accepted,FALSE,FALSE,TRUE,2020-01-06
Cynoglossum dioscoridis var. maroccanum,Cynoglossum,,dioscoridis,NA,var.,maroccanum,,kew-2751938,FALSE,1.1,Accepted,Boraginaceae,Cynoglossum,,dioscoridis,,,Vill.,kew-2751938,Accepted,FALSE,FALSE,TRUE,2020-01-06
Cynoglossum officinale var. corsicum,Cynoglossum,,officinale,NA,var.,corsicum,,kew-2752089,FALSE,1.1,Accepted,Boraginaceae,Cynoglossum,,officinale,,,L.,kew-2752089,Accepted,FALSE,FALSE,TRUE,2020-01-06
Harpagonella palmeri var. palmeri,Harpagonella,,palmeri,NA,var.,palmeri,,tro-50146198,TRUE,1.1,Synonym,Boraginaceae,Harpagonella,,palmeri,,,A. Gray,tro-4000433,Accepted,FALSE,FALSE,FALSE,2020-01-06
Eremocarya micrantha var. micrantha,Eremocarya,,micrantha,NA,var.,micrantha,,tro-4001758,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,micrantha,,,(Torr.) I.M.Johnst.,kew-2745635,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pectocarya linearis var. linearis,Pectocarya,,linearis,NA,var.,linearis,,tro-4001617,TRUE,1.1,Synonym,Boraginaceae,Pectocarya,,linearis,,,(Ruiz & Pav.) DC.,tro-4001029,Accepted,FALSE,FALSE,FALSE,2020-01-06
Greeneocharis circumscissa var. circumscissa,Greeneocharis,,circumscissa,NA,var.,circumscissa,,kew-2831977,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,circumscissa,,,(Hook. & Arn.) I.M.Johnst.,kew-2745449,Accepted,FALSE,FALSE,TRUE,2020-01-06
Oreocarya humilis subsp. humilis,Oreocarya,,humilis,NA,subsp.,humilis,,tro-4001787,TRUE,1.1,Accepted,Boraginaceae,Oreocarya,,humilis,,,Greene,tro-4001787,Accepted,FALSE,FALSE,TRUE,2020-01-06
Amsinckia tessellata var. tessellata,Amsinckia,,tessellata,NA,var.,tessellata,,tro-50123819,TRUE,1.1,Synonym,Boraginaceae,Amsinckia,,tessellata,,,A.Gray,kew-2635153,Accepted,FALSE,FALSE,FALSE,2020-01-06
Amsinckia spectabilis var. spectabilis,Amsinckia,,spectabilis,NA,var.,spectabilis,,tro-4001794,TRUE,1.1,Synonym,Boraginaceae,Amsinckia,,spectabilis,,,Fisch. & C.A.Mey.,kew-2635140,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys torreyi var. torreyi,Plagiobothrys,,torreyi,NA,var.,torreyi,,tro-50121958,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,torreyi,,,(A. Gray) A. Gray,tro-4001067,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys torreyi var. perplexans,Plagiobothrys,,torreyi,NA,var.,perplexans,,tro-4001067,FALSE,1.1,Accepted,Boraginaceae,Plagiobothrys,,torreyi,,,(A. Gray) A. Gray,tro-4001067,Accepted,FALSE,FALSE,TRUE,2020-01-06
Plagiobothrys tener var. tener,Plagiobothrys,,tener,NA,var.,tener,,tro-4001065,TRUE,1.1,Accepted,Boraginaceae,Plagiobothrys,,tener,,,(Greene) I.M. Johnst.,tro-4001065,Accepted,FALSE,FALSE,TRUE,2020-01-06
Plagiobothrys stipitatus var. stipitatus,Plagiobothrys,,stipitatus,NA,var.,stipitatus,,tro-4001839,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,stipitatus,,,(Greene) I.M. Johnst.,tro-4001837,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys reticulatus var. reticulatus,Plagiobothrys,,reticulatus,NA,var.,reticulatus,,tro-4001847,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,reticulatus,,,(Piper) I.M. Johnst.,tro-4001845,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys glyptocarpus var. glyptocarpus,Plagiobothrys,,glyptocarpus,NA,var.,glyptocarpus,,tro-4001836,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,glyptocarpus,,,(Piper) I.M. Johnst.,tro-4001055,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys collinus var. collinus,Plagiobothrys,,collinus,NA,var.,collinus,,tro-4001568,TRUE,1.1,Accepted,Boraginaceae,Plagiobothrys,,collinus,,,I.M. Johnst.,tro-4001568,Accepted,FALSE,FALSE,TRUE,2020-01-06
Plagiobothrys chorisianus var. chorisianus,Plagiobothrys,,chorisianus,NA,var.,chorisianus,,tro-4001840,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,chorisianus,,,(Cham.) I.M. Johnst.,tro-4001047,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys canescens var. canescens,Plagiobothrys,,canescens,NA,var.,canescens,,tro-4001046,TRUE,1.1,Accepted,Boraginaceae,Plagiobothrys,,canescens,,,Benth.,tro-4001046,Accepted,FALSE,FALSE,TRUE,2020-01-06
Plagiobothrys austiniae,Plagiobothrys,,austiniae,NA,NA,,,tro-4001039,TRUE,1.1,Accepted,Boraginaceae,Plagiobothrys,,austiniae,,,(Greene) I.M. Johnst.,tro-4001039,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys figuratus var. corallicarpus,Plagiobothrys,,figuratus,NA,var.,corallicarpus,,kew-2608285,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,figuratus,subsp.,corallicarpus,(Piper) K.L.Chambers,kew-2413137,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys fulvus var. fulvus,Plagiobothrys,,fulvus,NA,var.,fulvus,,tro-4001052,TRUE,1.1,Accepted,Boraginaceae,Plagiobothrys,,fulvus,,,(Hook. & Arn.) I.M. Johnst.,tro-4001052,Accepted,FALSE,FALSE,TRUE,2020-01-06
Plagiobothrys mollis var. mollis,Plagiobothrys,,mollis,NA,var.,mollis,,tro-4001833,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,mollis,,,(A. Gray) I.M. Johnst.,tro-4001513,Accepted,FALSE,FALSE,FALSE,2020-01-06
Sonnea kingii,Sonnea,,kingii,NA,NA,,,gcc-88830,TRUE,1.1,Unresolved,,Sonnea,,kingii,,,Greene,gcc-88830,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys kingii var. kingii,Plagiobothrys,,kingii,NA,var.,kingii,,tro-4001752,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,kingii,,,(S. Watson) A. Gray,tro-4001750,Accepted,FALSE,FALSE,FALSE,2020-01-06
Plagiobothrys albiflorus,Plagiobothrys,,albiflorus,NA,NA,,,tro-4002903,TRUE,1.1,Synonym,Boraginaceae,Plagiobothrys,,calandrinioides,,,I.M. Johnst.,tro-4000072,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha phaceloides,Cryptantha,,phaceloides,NA,NA,,,kew-2745693,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,phaceloides,,,(Clos) Reiche,kew-2745693,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha barbigera var. barbigera,Cryptantha,,barbigera,NA,var.,barbigera,,tro-4001766,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,barbigera,,,(A.Gray) Greene,kew-2745414,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha muricata var. muricata,Cryptantha,,muricata,NA,var.,muricata,,tro-4001768,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,muricata,,,(Hook. & Arn.) A.Nelson & J.F.Macbr.,kew-2745656,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha traskiae,Cryptantha,,traskiae,NA,NA,,,kew-2745774,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,traskae,,,I.M.Johnst.,kew-2745774,Accepted,TRUE,FALSE,FALSE,2020-01-06
Cryptantha nevadensis var. nevadensis,Cryptantha,,nevadensis,NA,var.,nevadensis,,tro-4001767,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,nevadensis,,,A.Nelson & P.B.Kenn.,kew-2745671,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha maritima var. maritima,Cryptantha,,maritima,NA,var.,maritima,,tro-4001763,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,maritima,,,(Greene) Greene,kew-2745627,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha intermedia var. intermedia,Cryptantha,,intermedia,NA,var.,intermedia,,tro-4001600,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,intermedia,,,(A.Gray) Greene,kew-2745585,Accepted,FALSE,FALSE,FALSE,2020-01-06
Cryptantha pterocarya f. pterocarya,Cryptantha,,pterocarya,NA,f.,pterocarya,,tro-4001601,TRUE,1.1,Synonym,Boraginaceae,Cryptantha,,pterocarya,,,(Torr.) Greene,kew-2745699,Accepted,FALSE,FALSE,FALSE,2020-01-06
Microula tibetica var. tibetica,Microula,,tibetica,NA,var.,tibetica,,tro-4003524,TRUE,1.1,Synonym,Boraginaceae,Microula,,tibetica,,,Benth.,tro-4003522,Accepted,FALSE,FALSE,FALSE,2020-01-06
Bothriospermum kusnezowii,Bothriospermum,,kusnezowii,NA,NA,,,tro-4003622,TRUE,1.1,Accepted,Boraginaceae,Bothriospermum,,kusnezowii,,,Bunge ex DC.,tro-4003622,Accepted,FALSE,FALSE,FALSE,2020-01-06
Trichodesma zeylanicum var. zeylanicum,Trichodesma,,zeylanicum,NA,var.,zeylanicum,,kew-2437936,TRUE,1.1,Accepted,Boraginaceae,Trichodesma,,zeylanicum,,,(Burm.f.) R.Br.,kew-2437936,Accepted,FALSE,FALSE,TRUE,2020-01-06
Iberodes littoralis subsp. littoralis,Iberodes,,littoralis,NA,subsp.,littoralis,,,FALSE,1.1,,,Iberodes,,littoralis,subsp.,littoralis,,,,FALSE,FALSE,FALSE,2020-01-06
Omphalodes kuzinskyanae,Omphalodes,,kuzinskyanae,NA,NA,,,kew-2390265,TRUE,1.1,Accepted,Boraginaceae,Omphalodes,,kuzinskyanae,,,Willk.,kew-2390265,Accepted,FALSE,FALSE,FALSE,2020-01-06
Selkirkia limensis,Selkirkia,,limensis,NA,NA,,,,FALSE,1.1,,,Selkirkia,,limensis,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
