Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Memecylon semseii,Memecylon,,semseii,NA,NA,,,tro-20304056,TRUE,1.1,Synonym,Melastomataceae,Lijndenia,,semseii,,,(A. Fern. & R. Fern.) Borhidi,tro-50195422,Accepted,FALSE,FALSE,FALSE,2020-01-06
Memecylon plebejum,Memecylon,,plebejum,NA,NA,,,ifn-77737,TRUE,1.1,Unresolved,Melastomataceae,Memecylon,,plebejum,,,Kurz,ifn-77737,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Mouriri helleri var. helleri,Mouriri,,helleri,NA,var.,helleri,,tro-20302101,TRUE,1.1,Accepted,Melastomataceae,Mouriri,,helleri,,,Britton,tro-20302101,Accepted,FALSE,FALSE,TRUE,2020-01-06
Melastoma dendrisetosum,Melastoma,,dendrisetosum,NA,NA,,,tro-20305181,TRUE,1.1,Synonym,Melastomataceae,Melastoma,,sanguineum,,,Sims,tro-20305182,Accepted,FALSE,FALSE,FALSE,2020-01-06
Marcetia eimeriana,Marcetia,,eimeriana,NA,NA,,,tro-50183007,TRUE,1.1,Accepted,Melastomataceae,Marcetia,,eimeariana,,,A.B. Martins & Woodgyer,tro-50183007,Accepted,TRUE,FALSE,FALSE,2020-01-06
Blakea dodsoniorum,Blakea,,dodsoniorum,NA,NA,,,,FALSE,1.1,,,Blakea,,dodsoniorum,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia vitoriana,Bertolonia,,vitoriana,NA,NA,,,,FALSE,1.1,,,Bertolonia,,vitoriana,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia reginatoi,Bertolonia,,reginatoi,NA,NA,,,,FALSE,1.1,,,Bertolonia,,reginatoi,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia linearifolia,Bertolonia,,linearifolia,NA,NA,,,,FALSE,1.1,,,Bertolonia,,linearifolia,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia kollmannii,Bertolonia,,kollmannii,NA,NA,,,,FALSE,1.1,,,Bertolonia,,kollmannii,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia angustipetala,Bertolonia,,angustipetala,NA,NA,,,,FALSE,1.1,,,Bertolonia,,angustipetala,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia cuspidata,Bertolonia,,cuspidata,NA,NA,,,,FALSE,1.1,,,Bertolonia,,cuspidata,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bertolonia sanguinea var. sanguinea,Bertolonia,,sanguinea,NA,var.,sanguinea,,tro-20300367,TRUE,1.1,Accepted,Melastomataceae,Bertolonia,,sanguinea,,,Saldanha,tro-20300367,Accepted,FALSE,FALSE,TRUE,2020-01-06
Bertolonia paranaensis,Bertolonia,,paranaensis,NA,NA,,,ifn-81961,TRUE,1.1,Unresolved,Melastomataceae,Bertolonia,,paranensis,,,Baumgratz,ifn-81961,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Miconia terborghii,Miconia,,terborghii,NA,NA,,,tro-20303555,TRUE,1.1,Accepted,Melastomataceae,Miconia,,terborghii,,,Wurdack,tro-20303555,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia setosociliata,Miconia,,setosociliata,NA,NA,,,tro-20301312,TRUE,1.1,Accepted,Melastomataceae,Miconia,,setosociliata,,,Cogn.,tro-20301312,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia clasei,Miconia,,clasei,NA,NA,,,,FALSE,1.1,,,Miconia,,clasei,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Miconia albertii,Miconia,,albertii,NA,NA,,,tro-20304610,TRUE,1.1,Unresolved,Melastomataceae,Miconia,,albertii,,,Gleason,tro-20304610,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Miconia valerioana,Miconia,,valerioana,NA,NA,,,tro-20302704,TRUE,1.1,Accepted,Melastomataceae,Miconia,,valerioana,,,(Standl.) Wurdack,tro-20302704,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia kraenzlinii,Miconia,,kraenzlinii,NA,NA,,,tro-20301126,TRUE,1.1,Accepted,Melastomataceae,Miconia,,kraenzlinii,,,Cogn.,tro-20301126,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia castaneiflora,Miconia,,castaneiflora,NA,NA,,,tro-20300990,TRUE,1.1,Accepted,Melastomataceae,Miconia,,castaneiflora,,,Naudin,tro-20300990,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia valtheri,Miconia,,valtheri,NA,NA,,,tro-20301364,TRUE,1.1,Accepted,Melastomataceae,Miconia,,valtheri,,,Naudin,tro-20301364,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia melanotricha var. melanotricha,Miconia,,melanotricha,NA,var.,melanotricha,,tro-20302691,TRUE,1.1,Synonym,Melastomataceae,Miconia,,melanotricha,,,(Triana) Gleason,tro-20302690,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia cinerascens var. cinerascens,Miconia,,cinerascens,NA,var.,cinerascens,,tro-50309401,TRUE,1.1,Synonym,Melastomataceae,Miconia,,cinerascens,,,Miq.,tro-20303798,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia budlejoides,Miconia,,budlejoides,NA,NA,,,tro-20300979,TRUE,1.1,Accepted,Melastomataceae,Miconia,,budlejoides,,,Triana,tro-20300979,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia cerasiflora var. cerasiflora,Miconia,,cerasiflora,NA,var.,cerasiflora,,tro-50236929,TRUE,1.1,Unresolved,Melastomataceae,Miconia,,cerasiflora,,,Urb.,tro-50236929,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Miconia tonduzii var. tonduzii,Miconia,,tonduzii,NA,var.,tonduzii,,tro-50148207,TRUE,1.1,Synonym,Melastomataceae,Miconia,,tonduzii,,,Cogn.,tro-20302703,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia ceramicarpa var. ceramicarpa,Miconia,,ceramicarpa,NA,var.,ceramicarpa,,tro-50171766,TRUE,1.1,Synonym,Melastomataceae,Miconia,,ceramicarpa,,,(DC.) Cogn.,tro-20300148,Accepted,FALSE,FALSE,FALSE,2020-01-06
Miconia theaezans,Miconia,,theaezans,NA,NA,,,tro-100369345,TRUE,1.1,Unresolved,Melastomataceae,Miconia,,theaezans,,,Cogn.,tro-100369345,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Meriania hernandoi,Meriania,,hernandoi,NA,NA,,,tro-20304743,TRUE,1.1,Accepted,Melastomataceae,Meriania,,hernandoi,,,L. Uribe,tro-20304743,Accepted,FALSE,FALSE,FALSE,2020-01-06
Meriania macrophylla var. macrophylla,Meriania,,macrophylla,NA,var.,macrophylla,,tro-20302663,TRUE,1.1,Accepted,Melastomataceae,Meriania,,macrophylla,,,(Benth.) Triana,tro-20302663,Accepted,FALSE,FALSE,TRUE,2020-01-06
Astronia williamsii var. williamsii,Astronia,,williamsii,NA,var.,williamsii,,tro-100371767,TRUE,1.1,Unresolved,Melastomataceae,Astronia,,williamsii,,,Merr. ex C.B. Rob.,tro-100371767,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Astronia lagunensis var. lagunensis,Astronia,,lagunensis,NA,var.,lagunensis,,tro-100371761,TRUE,1.1,Unresolved,Melastomataceae,Astronia,,lagunensis,,,Merr.,tro-100371761,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Astronia acuminatissima var. acuminatissima,Astronia,,acuminatissima,NA,var.,acuminatissima,,tro-100371779,TRUE,1.1,Unresolved,Melastomataceae,Astronia,,acuminatissima,,,Merr.,tro-100371779,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Pternandra tessellata,Pternandra,,tessellata,NA,NA,,,ifn-79581,TRUE,1.1,Unresolved,Melastomataceae,Pternandra,,tesellata,,,M.P.Nayar,ifn-79581,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Dissotidendron johnstoniana,Dissotidendron,,johnstoniana,NA,NA,,,,FALSE,1.1,,,Dissotidendron,,johnstoniana,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Dissotidendron caloneurum var. caloneurum,Dissotidendron,,caloneurum,NA,var.,caloneurum,,,FALSE,1.1,,,Dissotidendron,,caloneurum,var.,caloneurum,,,,FALSE,FALSE,FALSE,2020-01-06
Sarcopyramis nepalensis,Sarcopyramis,,nepalensis,NA,NA,,,tro-20305310,TRUE,1.1,Accepted,Melastomataceae,Sarcopyramis,,napalensis,,,Wall.,tro-20305310,Accepted,TRUE,FALSE,FALSE,2020-01-06
Fordiophyton jinpingense,Fordiophyton,,jinpingense,NA,NA,,,,FALSE,1.1,,,Fordiophyton,,jinpingense,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Bredia repens,Bredia,,repens,NA,NA,,,,FALSE,1.1,,,Bredia,,repens,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Fordiophyton gracile var. longilobum,Fordiophyton,,gracile,NA,var.,longilobum,,tro-20305126,TRUE,1.1,Synonym,Melastomataceae,Bredia,,longiloba,,,(Hand.-Mazz.) Diels,tro-20305107,Accepted,FALSE,FALSE,FALSE,2020-01-06
Bredia hirsuta var. hirsuta,Bredia,,hirsuta,NA,var.,hirsuta,,tro-20305101,TRUE,1.1,Accepted,Melastomataceae,Bredia,,hirsuta,,,Blume,tro-20305101,Accepted,FALSE,FALSE,TRUE,2020-01-06
Bredia fordii var. micrantha,Bredia,,fordii,NA,var.,micrantha,,tro-20305084,FALSE,1.1,Accepted,Melastomataceae,Bredia,,fordii,,,(Hance) Diels,tro-20305084,Accepted,FALSE,FALSE,TRUE,2020-01-06
Antherotoma phaeotricha var. phaeotricha,Antherotoma,,phaeotricha,NA,var.,phaeotricha,,gcc-123333,TRUE,1.1,Unresolved,Melastomataceae,Antherotoma,,phaeotricha,,,(Hochst.) Jacq.-Fél.,gcc-123333,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Acisanthera alsinaefolia,Acisanthera,,alsinaefolia,NA,NA,,,tro-20303789,TRUE,1.1,Accepted,Melastomataceae,Acisanthera,,alsinaefolia,,,(DC.) Triana,tro-20303789,Accepted,FALSE,FALSE,FALSE,2020-01-06
Acisanthera alsinaefolia var. glazioviana,Acisanthera,,alsinaefolia,NA,var.,glazioviana,,tro-20303789,FALSE,1.1,Accepted,Melastomataceae,Acisanthera,,alsinaefolia,,,(DC.) Triana,tro-20303789,Accepted,FALSE,FALSE,TRUE,2020-01-06
Pleiochiton parvifolium,Pleiochiton,,parvifolium,NA,NA,,,tro-20301563,TRUE,1.1,Accepted,Melastomataceae,Pleiochiton,,parvifolium,,,Cogn.,tro-20301563,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pleiochiton setulosum,Pleiochiton,,setulosum,NA,NA,,,ifn-70638,TRUE,1.1,Unresolved,Melastomataceae,Pleiochiton,,setulosus,,,Cogn.,ifn-70638,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Pleiochiton roseum,Pleiochiton,,roseum,NA,NA,,,tro-20301564,TRUE,1.1,Accepted,Melastomataceae,Pleiochiton,,roseum,,,Cogn.,tro-20301564,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pleiochiton micranthum,Pleiochiton,,micranthum,NA,NA,,,tro-20301562,TRUE,1.1,Accepted,Melastomataceae,Pleiochiton,,micranthum,,,Cogn.,tro-20301562,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pleiochiton ebracteatum,Pleiochiton,,ebracteatum,NA,NA,,,tro-50187294,TRUE,1.1,Accepted,Melastomataceae,Pleiochiton,,ebracteatum,,,Triana,tro-50187294,Accepted,FALSE,FALSE,FALSE,2020-01-06
Ossaea trianaei,Ossaea,,trianaei,NA,NA,,,tro-100369564,TRUE,1.1,Unresolved,Melastomataceae,Ossaea,,trianaei,,,Cogn.,tro-100369564,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Mecranium integrifolium var. integrifolium,Mecranium,,integrifolium,NA,var.,integrifolium,,tro-20304972,TRUE,1.1,Synonym,Melastomataceae,Mecranium,,integrifolium,,,(Naudin) Triana,tro-20304967,Accepted,FALSE,FALSE,FALSE,2020-01-06
Conostegia cuatrecasii,Conostegia,,cuatrecasii,NA,NA,,,tro-20304424,TRUE,1.1,Accepted,Melastomataceae,Conostegia,,cuatrecasii,,,Gleason,tro-20304424,Accepted,FALSE,FALSE,FALSE,2020-01-06
Anerincleistus sertulifer,Anerincleistus,,sertulifer,NA,NA,,,ifn-81616,TRUE,1.1,Unresolved,Melastomataceae,Anerincleistus,,sertuliferum,,,J.F.Maxwell,ifn-81616,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Comolia villosa var. villosa,Comolia,,villosa,NA,var.,villosa,,tro-50162450,TRUE,1.1,Accepted,Melastomataceae,Comolia,,villosa,,,(Aubl.) Triana,tro-50162450,Accepted,FALSE,FALSE,TRUE,2020-01-06
Phyllagathis stellata,Phyllagathis,,stellata,NA,NA,,,,FALSE,1.1,,,Phyllagathis,,stellata,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Phyllagathis xinyiensis,Phyllagathis,,xinyiensis,NA,NA,,,tro-50123579,TRUE,1.1,Synonym,Melastomataceae,Phyllagathis,,hispidissima,,,(C. Chen) C. Chen,tro-20305255,Accepted,FALSE,FALSE,FALSE,2020-01-06
Driessenia phasmolacuna,Driessenia,,phasmolacuna,NA,NA,,,,FALSE,1.1,,,Driessenia,,phasmolacuna,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Tetrazygia eleagnoides,Tetrazygia,,eleagnoides,NA,NA,,,tro-20302126,TRUE,1.1,Accepted,Melastomataceae,Tetrazygia,,eleagnoides,,,(Sw.) DC.,tro-20302126,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leandra mouraei,Leandra,,mouraei,NA,NA,,,tro-20300763,TRUE,1.1,Accepted,Melastomataceae,Leandra,,mouraei,,,Cogn.,tro-20300763,Accepted,FALSE,FALSE,FALSE,2020-01-06
Leandra sabianensis,Leandra,,sabianensis,NA,NA,,,ifn-68160,TRUE,1.1,Unresolved,Melastomataceae,Leandra,,sabiaensis,,,Brade,ifn-68160,Unresolved,TRUE,FALSE,FALSE,2020-01-06
Adelobotrys spruceana,Adelobotrys,,spruceana,NA,NA,,,tro-20303859,TRUE,1.1,Accepted,Melastomataceae,Adelobotrys,,spruceana,,,Cogn.,tro-20303859,Accepted,FALSE,FALSE,FALSE,2020-01-06
Adelobotrys permixta,Adelobotrys,,permixta,NA,NA,,,tro-50296337,TRUE,1.1,Accepted,Melastomataceae,Adelobotrys,,permixta,,,Wurdack,tro-50296337,Accepted,FALSE,FALSE,FALSE,2020-01-06
Adelobotrys barbata,Adelobotrys,,barbata,NA,NA,,,tro-20300318,TRUE,1.1,Accepted,Melastomataceae,Adelobotrys,,barbata,,,Triana,tro-20300318,Accepted,FALSE,FALSE,FALSE,2020-01-06
Adelobotrys praetexta,Adelobotrys,,praetexta,NA,NA,,,tro-20300324,TRUE,1.1,Accepted,Melastomataceae,Adelobotrys,,praetexta,,,Pilg.,tro-20300324,Accepted,FALSE,FALSE,FALSE,2020-01-06
Adelobotrys macrantha,Adelobotrys,,macrantha,NA,NA,,,tro-20302263,TRUE,1.1,Accepted,Melastomataceae,Adelobotrys,,macrantha,,,Gleason,tro-20302263,Accepted,FALSE,FALSE,FALSE,2020-01-06
Adelobotrys boissieriana,Adelobotrys,,boissieriana,NA,NA,,,tro-20301836,TRUE,1.1,Accepted,Melastomataceae,Adelobotrys,,boissieriana,,,Cogn.,tro-20301836,Accepted,FALSE,FALSE,FALSE,2020-01-06
Macrocentrum cristatum var. microphyllum,Macrocentrum,,cristatum,NA,var.,microphyllum,,tro-20300858,TRUE,1.1,Accepted,Melastomataceae,Macrocentrum,,cristatum,var.,microphyllum,Cogn.,tro-20300858,Accepted,FALSE,FALSE,FALSE,2020-01-06
Pterolepis parnassifolia,Pterolepis,,parnassifolia,NA,NA,,,tro-20301579,TRUE,1.1,Accepted,Melastomataceae,Pterolepis,,parnassifolia,,,(DC.) Triana,tro-20301579,Accepted,FALSE,FALSE,FALSE,2020-01-06
Monochaetum polyneuron,Monochaetum,,polyneuron,NA,NA,,,tro-20300212,TRUE,1.1,Accepted,Melastomataceae,Monochaetum,,polyneuron,,,Triana,tro-20300212,Accepted,FALSE,FALSE,FALSE,2020-01-06
Clidemia lanuginosa,Clidemia,,lanuginosa,NA,NA,,,tro-50191806,TRUE,1.1,Accepted,Melastomataceae,Clidemia,,lanuginosa,,,Almeda,tro-50191806,Accepted,FALSE,FALSE,FALSE,2020-01-06
Melastoma heterophylla,Melastoma,,heterophylla,NA,NA,,,tro-20300883,TRUE,1.1,Synonym,Melastomataceae,Clidemia,,heterophylla,,,(Desr.) Gleason,tro-20300504,Accepted,FALSE,FALSE,FALSE,2020-01-06
Clidemia guadalupensis,Clidemia,,guadalupensis,NA,NA,,,tro-50188136,TRUE,1.1,Unresolved,Melastomataceae,Clidemia,,guadalupensis,,,Griseb.,tro-50188136,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Tibouchina latibracteolata,Tibouchina,,latibracteolata,NA,NA,,,tro-50337721,TRUE,1.1,Accepted,Melastomataceae,Tibouchina,,latebracteolata,,,Paul G. Wilson,tro-50337721,Accepted,TRUE,FALSE,FALSE,2020-01-06
Tibouchina dimorphophylla,Tibouchina,,dimorphophylla,NA,NA,,,tro-20302201,TRUE,1.1,Accepted,Melastomataceae,Tibouchina,,dimorphophylla,,,Gleason,tro-20302201,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tibouchina valtherii,Tibouchina,,valtherii,NA,NA,,,tro-20301775,TRUE,1.1,Accepted,Melastomataceae,Tibouchina,,valtherii,,,Cogn.,tro-20301775,Accepted,FALSE,FALSE,FALSE,2020-01-06
Tibouchina itatiaeae,Tibouchina,,itatiaeae,NA,NA,,,tro-20301696,TRUE,1.1,Unresolved,Melastomataceae,Tibouchina,,itatiaeae,,,Cogn.,tro-20301696,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Tibouchina aspera var. apera,Tibouchina,,aspera,NA,var.,apera,,tro-50172024,TRUE,1.1,Synonym,Melastomataceae,Tibouchina,,aspera,,,Aubl.,tro-20302195,Accepted,TRUE,FALSE,FALSE,2020-01-06
Osbeckia aspera var. wightiana,Osbeckia,,aspera,NA,var.,wightiana,,tro-20304428,FALSE,1.1,Unresolved,Melastomataceae,Osbeckia,,aspera,,,Blume,tro-20304428,Unresolved,FALSE,FALSE,TRUE,2020-01-06
Dissotis thollonii var. thollonii,Dissotis,,thollonii,NA,var.,thollonii,,tro-20303124,TRUE,1.1,Accepted,Melastomataceae,Dissotis,,thollonii,,,Cogn. ex Büttner,tro-20303124,Accepted,FALSE,FALSE,TRUE,2020-01-06
Dissotis sizenandii,Dissotis,,sizenandii,NA,NA,,,tro-20304448,TRUE,1.1,Unresolved,Melastomataceae,Dissotis,,sizenandii,,,Cogn.,tro-20304448,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Vochysia rufescens,Vochysia,,rufescens,NA,NA,,,kew-2460996,TRUE,1.1,Unresolved,Vochysiaceae,Vochysia,,rufescens,,,W.A.Rodrigues,kew-2460996,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Anogeissus sericea var. nummularia,Anogeissus,,sericea,NA,var.,nummularia,,kew-2641190,TRUE,1.1,Accepted,Combretaceae,Anogeissus,,sericea,var.,nummularia,King ex Duthie,kew-2641190,Accepted,FALSE,FALSE,FALSE,2020-01-06
Anogeissus acuminata var. lanceolata,Anogeissus,,acuminata,NA,var.,lanceolata,,kew-2641164,TRUE,1.1,Synonym,Combretaceae,Anogeissus,,acuminata,,,(Roxb. ex DC.) Wall. ex Guillem. & Perr.,kew-2641162,Accepted,FALSE,FALSE,FALSE,2020-01-06
Lumnitzera rosea,Lumnitzera,,rosea,NA,NA,,,tro-50309089,TRUE,1.1,Synonym,Combretaceae,Lumnitzera,,racemosa,,,Willd.,kew-2338861,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum psidioides subsp. dinteri,Combretum,,psidioides,NA,subsp.,dinteri,,kew-2732947,TRUE,1.1,Accepted,Combretaceae,Combretum,,psidioides,subsp.,dinteri,"(Schinz, De Wild. & T.Durand) Exell",kew-2732947,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum englerii,Combretum,,englerii,NA,NA,,,tro-8200354,TRUE,1.1,Accepted,Combretaceae,Combretum,,engleri,,,Schinz,tro-8200354,Accepted,TRUE,FALSE,FALSE,2020-01-06
Combretum celastroides subsp. orientale,Combretum,,celastroides,NA,subsp.,orientale,,kew-2732484,TRUE,1.1,Accepted,Combretaceae,Combretum,,celastroides,subsp.,orientale,Exell,kew-2732484,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum celastroides subsp. celastroides,Combretum,,celastroides,NA,subsp.,celastroides,,tro-8200342,TRUE,1.1,Synonym,Combretaceae,Combretum,,celastroides,,,Welw. ex M.A.Lawson,kew-2732482,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum collinum subsp. hypopilinum,Combretum,,collinum,NA,subsp.,hypopilinum,,kew-2732506,TRUE,1.1,Accepted,Combretaceae,Combretum,,collinum,subsp.,hypopilinum,(Diels) Okafa,kew-2732506,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum collinum subsp. taborense,Combretum,,collinum,NA,subsp.,taborense,,kew-2732510,TRUE,1.1,Accepted,Combretaceae,Combretum,,collinum,subsp.,taborense,(Engl.) Okafa,kew-2732510,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum collinum subsp. suluense,Combretum,,collinum,NA,subsp.,suluense,,kew-2732509,TRUE,1.1,Accepted,Combretaceae,Combretum,,collinum,subsp.,suluense,(Engl. & Diels) Okafa,kew-2732509,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum collinum subsp. gazense,Combretum,,collinum,NA,subsp.,gazense,,kew-2732504,TRUE,1.1,Accepted,Combretaceae,Combretum,,collinum,subsp.,gazense,(Swynn. & Baker f.) Okafa,kew-2732504,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum apiculatum subsp. leutweinii,Combretum,,apiculatum,NA,subsp.,leutweinii,,kew-2732404,TRUE,1.1,Accepted,Combretaceae,Combretum,,apiculatum,subsp.,leutweinii,(Schinz) Exell,kew-2732404,Accepted,FALSE,FALSE,FALSE,2020-01-06
Combretum apiculatum subsp. apiculatum,Combretum,,apiculatum,NA,subsp.,apiculatum,,tro-8200335,TRUE,1.1,Synonym,Combretaceae,Combretum,,apiculatum,,,Sond.,kew-2732402,Accepted,FALSE,FALSE,FALSE,2020-01-06
Terminalia benzoe,Terminalia,,benzoe,NA,NA,,,kew-2431535,TRUE,1.1,Unresolved,Combretaceae,Terminalia,,benzoe,,,Pers.,kew-2431535,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Terminalia calamansanay,Terminalia,,calamansanay,NA,NA,,,kew-2431438,TRUE,1.1,Unresolved,Combretaceae,Terminalia,,calamansanay,,,Rolfe,kew-2431438,Unresolved,FALSE,FALSE,FALSE,2020-01-06
Terminalia tomentosa,Terminalia,,tomentosa,NA,NA,,,tro-8200013,TRUE,1.1,Accepted,Combretaceae,Terminalia,,tomentosa,,,Wight & Arn.,tro-8200013,Accepted,FALSE,FALSE,FALSE,2020-01-06
Terminalia chebula var. tomentella,Terminalia,,chebula,NA,var.,tomentella,,kew-2878636,TRUE,1.1,Accepted,Combretaceae,Terminalia,,chebula,var.,tomentella,(Kurz) C.B.Clarke,kew-2878636,Accepted,FALSE,FALSE,FALSE,2020-01-06
Terminalia chebula var. nana,Terminalia,,chebula,NA,var.,nana,,kew-2431324,FALSE,1.1,Accepted,Combretaceae,Terminalia,,chebula,,,Retz.,kew-2431324,Accepted,FALSE,FALSE,TRUE,2020-01-06
Terminalia chebula var. chebula,Terminalia,,chebula,NA,var.,chebula,,tro-8200809,TRUE,1.1,Synonym,Combretaceae,Terminalia,,chebula,,,Retz.,kew-2431324,Accepted,FALSE,FALSE,FALSE,2020-01-06
Chamaenerion latifolium subsp. latifolium,Chamaenerion,,latifolium,NA,subsp.,latifolium,,kew-2715632,TRUE,1.1,Synonym,Onagraceae,Epilobium,,latifolium,,,L.,kew-2790620,Accepted,FALSE,FALSE,TRUE,2020-01-06
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,,angustifolium,NA,subsp.,angustifolium,,kew-2715606,TRUE,1.1,Synonym,Onagraceae,Epilobium,,angustifolium,,,L.,kew-2790112,Accepted,FALSE,FALSE,TRUE,2020-01-06
Epilobium tetragonum subsp. tetragonum,Epilobium,,tetragonum,NA,subsp.,tetragonum,,tro-23201048,TRUE,1.1,Synonym,Onagraceae,Epilobium,,tetragonum,,,L.,kew-2791119,Accepted,FALSE,FALSE,FALSE,2020-01-06
Epilobium nerteroides,Epilobium,,nerteroides,NA,NA,,,kew-2790758,TRUE,1.1,Accepted,Onagraceae,Epilobium,,nerterioides,,,A.Cunn.,kew-2790758,Accepted,TRUE,FALSE,FALSE,2020-01-06
Epilobium billardierianum,Epilobium,,billardierianum,NA,NA,,,kew-2790172,TRUE,1.1,Accepted,Onagraceae,Epilobium,,billardierianum,,,Ser.,kew-2790172,Accepted,FALSE,FALSE,FALSE,2020-01-06
Epilobium billardierianum subsp. cinereum,Epilobium,,billardierianum,NA,subsp.,cinereum,,kew-2790173,TRUE,1.1,Accepted,Onagraceae,Epilobium,,billardierianum,subsp.,cinereum,(A.Rich.) P.H.Raven & Engelhorn,kew-2790173,Accepted,FALSE,FALSE,FALSE,2020-01-06
Oenothera bistorta,Oenothera,,bistorta,NA,NA,,,tro-23201281,TRUE,1.1,Accepted,Onagraceae,Oenothera,,bistorta,,,Nutt. ex Torr. & A. Gray,tro-23201281,Accepted,FALSE,FALSE,FALSE,2020-01-06
Gayophytum diffusum subsp. diffusum,Gayophytum,,diffusum,NA,subsp.,diffusum,,tro-23201461,TRUE,1.1,Synonym,Onagraceae,Gayophytum,,diffusum,,,Torr. & A.Gray,kew-2818477,Accepted,FALSE,FALSE,FALSE,2020-01-06
Oenothera x erythrosepala,Oenothera,×,erythrosepala,NA,NA,,,tro-23201246,TRUE,1.1,Accepted,Onagraceae,Oenothera,×,erythrosepala,,,Borbás,tro-23201246,Accepted,FALSE,FALSE,FALSE,2020-01-06
Oenothera stricta subsp. stricta,Oenothera,,stricta,NA,subsp.,stricta,,tro-23201118,TRUE,1.1,Synonym,Onagraceae,Oenothera,,stricta,,,Ledeb. ex Link,kew-2399502,Accepted,FALSE,FALSE,FALSE,2020-01-06
Oenothera conferta,Oenothera,,conferta,NA,NA,,,,FALSE,1.1,,,Oenothera,,conferta,NA,,,,,FALSE,FALSE,FALSE,2020-01-06
Oenothera villosa subsp. villosa,Oenothera,,villosa,NA,subsp.,villosa,,tro-23201541,TRUE,1.1,Synonym,Onagraceae,Oenothera,,villosa,,,Thunb.,kew-2399261,Accepted,FALSE,FALSE,FALSE,2020-01-06
Oenothera californica subsp. californica,Oenothera,,californica,NA,subsp.,californica,,tro-50124540,TRUE,1.1,Synonym,Onagraceae,Oenothera,,californica,,,(S. Watson) S. Watson,tro-23200543,Accepted,FALSE,FALSE,FALSE,2020-01-06
Oenothera pallida subsp. pallida,Oenothera,,pallida,NA,subsp.,pallida,,tro-23201162,TRUE,1.1,Synonym,Onagraceae,Oenothera,,pallida,,,Douglas ex Lindl.,tro-23200586,Accepted,FALSE,FALSE,FALSE,2020-01-06
